X,Y,ID
16.86864322703239,41.11697137012466,1
16.872037,41.117154,2
16.873030178596764,41.11722731324409,3
16.873030178596764,41.11722731324409,4
16.869956302840347,41.119119888825075,5
16.87272855500077,41.118329534244864,6
16.86475042385556,41.11838197671788,7
16.87272855500077,41.118329534244864,8
